rule_name,spec_text,cp_name_1,coverage_desc_1,cp_name_2,coverage_desc_2,cp_name_3,coverage_desc_3,cp_name_4,coverage_desc_4,cp_name_5,coverage_desc_5,cp_name_6,coverage_desc_6,cp_name_7,coverage_desc_7,cp_name_8,coverage_desc_8,cp_name_9,coverage_desc_9,cp_name_10,coverage_desc_10,cp_name_11,coverage_desc_11,cp_name_12,coverage_desc_12,cp_name_13,coverage_desc_13,cp_name_14,coverage_desc_14,cp_name_15,coverage_desc_15,cp_name_16,coverage_desc_16,cp_name_17,coverage_desc_17,cp_name_18,coverage_desc_18,cp_name_19,coverage_desc_19,cp_name_20,coverage_desc_20,cp_name_21,coverage_desc_21,cp_name_22,coverage_desc_22,cp_name_23,coverage_desc_23,coverage_status,explanation,gaps,cp_name_24,coverage_desc_24,cp_name_25,coverage_desc_25,cp_name_26,coverage_desc_26,cp_name_27,coverage_desc_27,cp_name_28,coverage_desc_28,cp_name_29,coverage_desc_29,cp_name_30,coverage_desc_30,cp_name_31,coverage_desc_31,cp_name_32,coverage_desc_32,cp_name_33,coverage_desc_33,cp_name_34,coverage_desc_34,cp_name_35,coverage_desc_35,cp_name_36,coverage_desc_36
vtype-vlmul_sz,"The vtype register has five fields, vill, vma, vta, vsew[2:0], and vlmul[2:0].  Bits vtype[XLEN-2:8] should be written with zero, and non-zero values in this field are reserved.",cp_vtype_walking1s,"Walking 1s covers each vlmul bit individually, exercising that vlmul[2:0] is properly decoded as part of the XLEN-wide vtype.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoint cp_vtype_walking1s tests walking 1s through vlmul bits, which exercises decoding of vlmul[2:0]. However, the normative rule covers five fields (vill, vma, vta, vsew[2:0], vlmul[2:0]) and also specifies that vtype[XLEN-2:8] must be written with zero and non-zero values are reserved. The coverpoint only addresses vlmul[2:0] decoding.",No coverage for vill field; No coverage for vma field; No coverage for vta field; No coverage for vsew[2:0] field; No coverage for reserved bits vtype[XLEN-2:8] being zero or testing non-zero reserved values,,,,,,,,,,,,,,,,,,,,,,,,,,
vtype-vsew_op,"The value in vsew sets the dynamic selected element width (SEW).  By default, a vector register is viewed as being divided into VLEN/SEW elements.",cp_vs2_edges,"Edge values in vs2 are SEW-dependent (e.g., max/min integer values change with element width), so testing them partially exercises that vsew sets the dynamic selected element width.",cp_vs1_edges,"cp_vs1_edges tests edge element values (e.g., 0, 1, -1, max, min) that are determined by the SEW width, exercising correct interpretation of vsew for vs1 operand data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoints test that edge values in vs1 and vs2 are SEW-dependent, which exercises that vsew sets the element width for operand data interpretation. However, the normative rule also states that a vector register is divided into VLEN/SEW elements by default, which concerns the number of elements processed, not just the bit-width of each element. The coverpoints only verify correct data interpretation at different SEW widths, not that the correct number of elements (VLEN/SEW) are operated upon.","No coverpoint verifies that the number of elements processed equals VLEN/SEW (i.e., that changing vsew changes how many elements are operated on in a vector register)",,,,,,,,,,,,,,,,,,,,,,,,,,
vtype-vsew_rsv,"While it is anticipated the larger vsew[2:0] encodings (100-111) will be used to encode larger SEW, the encodings are formally reserved at this point.",cp_ssstrictv_vsetvli_reserved_vsew,"Coverpoint explicitly exercises the reserved vsew[2:0] encodings 100-111, verifying the implementation handles these formally reserved encodings by setting vill.",cp_vtype_walking1s,"Walking 1s through vsew[2:0] will produce reserved encodings (100-111), partially testing that reserved SEW values are handled.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule states that vsew[2:0] encodings 100-111 are formally reserved. cp_ssstrictv_vsetvli_reserved_vsew explicitly tests all reserved encodings 100-111 and verifies vill is set, which is the correct architectural response to reserved encodings. cp_vtype_walking1s provides additional coverage by hitting reserved encodings through walking 1s patterns. Together they fully cover the rule's requirement that these encodings are reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vtype-lmul_val,"Implementations must support LMUL integer values of 1, 2, 4, and 8.",cp_custom_vwholeRegLS_lmul,"Coverpoint crosses all integer LMUL values (1, 2, 4, 8) with whole register load/store operations",cp_custom_vmask_write_lmulge1,"Exercises integer LMUL values of 1, 2, 4, and 8 as required by the specification",cp_custom_voffgroup_vs1_lmul8,"Exercises LMUL=8 specifically, partially covering the requirement that implementations must support LMUL=8",cp_ssstrictv_widening_source_overlap,The coverpoint crosses LMUL values 1/2/4 (excluding 8) to confirm the reserved encoding is recognized across all supported LMUL settings.,cp_ssstrictv_masking_vd_eq_v0_lmulgt1,"Tests supported LMUL integer values 2, 4, and 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule requires support for LMUL integer values of 1, 2, 4, and 8. cp_custom_vwholeRegLS_lmul crosses all four values (1, 2, 4, 8) with whole register load/store operations. cp_custom_vmask_write_lmulge1 exercises all four integer LMUL values (1, 2, 4, 8). cp_custom_voffgroup_vs1_lmul8 specifically covers LMUL=8. Together, all four required LMUL values are fully covered across these coverpoints.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vtype-lmul_fval,"Implementations must provide fractional LMUL settings that allow the narrowest supported type to occupy a fraction of a vector register corresponding to the ratio of the narrowest supported type&#8217;s width to that of the largest supported type&#8217;s width.  In general, the requirement is to support LMUL ≥ SEWMIN/ELEN, where SEWMIN is the narrowest supported SEW value and ELEN is the widest supported SEW value.  In the standard extensions, SEWMIN=8.  For standard vector extensions with ELEN=32, fractional LMULs of 1/2 and 1/4 must be supported.  For standard vector extensions with ELEN=64, fractional LMULs of 1/2, 1/4, and 1/8 must be supported.",cp_ssstrictv_vzext_vf2_reserved,"Tests with LMUL=mf8 where source EMUL would be 1/16, which is below the minimum fractional LMUL that must be supported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The single coverpoint only tests one specific scenario: LMUL=mf8 with vzext.vf2 where source EMUL would be 1/16 (below minimum). This checks that an unsupported fractional LMUL is handled, but only for one instruction and one LMUL setting.","No coverage of required fractional LMUL support for ELEN=32 (must support mf2 and mf4); No coverage of required fractional LMUL support for ELEN=64 (must support mf2, mf4, and mf8); No positive tests verifying that supported fractional LMUL values actually work correctly; Only tests vzext.vf2 - no coverage of the general LMUL >= SEWMIN/ELEN requirement across other instructions; No coverage of the relationship between SEWMIN=8 and ELEN in determining minimum fractional LMUL",,,,,,,,,,,,,,,,,,,,,,,,,,
vtype-sew_val,"For a given supported fractional LMUL setting, implementations must support SEW settings between SEWMIN and LMUL * ELEN, inclusive.",cp_ssstrictv_narrowing_vs2_sew_eq_elen,"Tests SEW values up to ELEN with LMUL=1, verifying that while SEW=ELEN is a valid vtype setting, the narrowing source EEW=2*SEW exceeds LMUL*ELEN for the source operand",cp_ssstrictv_vsetvli_lmul_sew_ratio,"Tests boundary of supported SEW settings by using SEW values that exceed LMUL * ELEN for a given fractional LMUL, verifying the implementation rejects unsupported combinations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoints test the boundary/rejection case (SEW exceeding LMUL*ELEN) and a specific case with SEW=ELEN at LMUL=1, but they do not directly test that valid SEW settings between SEWMIN and LMUL*ELEN are actually supported and accepted by the implementation.",No coverpoint verifies that all SEW values from SEWMIN up to LMUL*ELEN are accepted as valid for supported fractional LMUL settings (positive/acceptance testing); No coverpoint tests SEWMIN as the lower boundary of supported SEW values,,,,,,,,,,,,,,,,,,,,,,,,,,
vtype-lmul_fval_rsv,"The use of vtype encodings with LMUL &lt; SEWMIN/ELEN is reserved, but implementations can set vill if they do not support these configurations.",cp_ssstrictv_vsetvli_lmul_sew_ratio,"Directly tests that LMUL < SEWMIN/ELEN configurations cause vill to be set, which is the reserved encoding behavior described by this rule",cp_ssstrictv_vlmul_100_reserved,"Directly tests that vlmul=100 (a reserved LMUL encoding where LMUL < SEWMIN/ELEN) causes vill to be set, which is the exact behavior described by this rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The rule states that LMUL < SEWMIN/ELEN encodings are reserved and implementations can set vill for unsupported configurations. cp_ssstrictv_vsetvli_lmul_sew_ratio tests the general LMUL/SEW ratio combinations that trigger vill, and cp_ssstrictv_vlmul_100_reserved specifically tests the vlmul=100 reserved encoding. Together they cover both the general reserved ratio condition and the specific reserved LMUL encoding.",,,,,,,,,,,,,,,,,,,,,,,,,,,
LMUL,"LMUL is set by the signed vlmul field in vtype (i.e., LMUL = 2vlmul[2:0]).",cp_custom_vwholeRegLS_lmul,"Coverpoint exercises LMUL values 1/2/4/8 by setting vlmul field in vtype, directly relating to how LMUL is derived from vlmul[2:0]",cp_custom_vext2_overlapping_vd_vs2_lmul8,Tests with LMUL=2 configuration for the destination register group,cp_custom_allVdOverlapTopVs2_vd_vs2_lmul2,"Coverpoint exercises LMUL=2 grouping, confirming the processor correctly interprets the LMUL setting from vtype",cp_custom_vdOverlapBtmVs2_vd_vs2_lmul4,"The coverpoint explicitly sets LMUL=4, exercising the LMUL grouping mechanism",cp_ssstrictv_masking_vd_eq_v0_lmulgt1,"Exercises LMUL values 2, 4, 8 to test the register grouping that causes vd=v0 to overlap the mask register",cp_ssstrictv_vrgather_vd_vs2_overlap,"Tests across LMUL={1,2,4,8}, exercising different LMUL grouping settings",cp_ssstrictv_vcompress_vd_vs2_overlap,"Tests across LMUL={1,2,4,8} settings, exercising different LMUL configurations",cp_ssstrictv_vslide1up_vd_vs2_overlap,"Coverpoint exercises LMUL values {1,2,4,8} to create register group overlaps, partially covering LMUL configuration.",cp_ssstrictv_ls_seg_vd_overflow_emulgt1,Exercises LMUL=2 and LMUL=4 settings which determine the register group size contributing to the overflow condition,cp_ssstrictv_vlmul_100_reserved,"Tests a specific vlmul field encoding (3'b100) and its interpretation, exercising the LMUL configuration mechanism described by this rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoints exercise LMUL values 1, 2, 4, and 8 (positive vlmul encodings) and the reserved encoding 3'b100. However, the rule states LMUL = 2^vlmul[2:0] where vlmul is a signed field, meaning fractional LMUL values (LMUL=1/2 via vlmul=111, LMUL=1/4 via vlmul=110, LMUL=1/8 via vlmul=101) are also valid settings derived from this mechanism. These fractional LMUL values are not covered.","Fractional LMUL values (1/8, 1/4, 1/2) corresponding to signed vlmul encodings 101, 110, 111 are not tested",,,,,,,,,,,,,,,,,,,,,,,,,,
VLMAX,The derived value VLMAX = LMUL*VLEN/SEW represents the maximum number of elements that can be operated on with a single vector instruction given the current SEW and LMUL settings as shown in the table below.,cp_custom_vmask_write_lmulge1,"Uses vl=VLMAX to create maximum-length vectors, exercising the VLMAX = LMUL*VLEN/SEW derivation across multiple LMUL values",cp_custom_vindexCorners_index_ge_vlmax,The coverpoint relies on the VLMAX derivation (LMUL*VLEN/SEW) to ensure the all-ones index exceeds VLMAX across supported SEW settings.,cp_custom_vindexCorners_index_gt_vl_lt_vlmax,"Uses LMUL=2 to ensure VLMAX >= 2, relying on the VLMAX = LMUL*VLEN/SEW formula to guarantee the index is within range",cp_ssstrictv_vsetvli_x0_x0_reserved,"The coverpoint's condition depends on whether VLMAX would change under new SEW/LMUL settings, exercising the VLMAX = LMUL*VLEN/SEW relationship",cp_masking_edges,"cp_masking_edges uses VLMAX-derived mask patterns (first VLMAX-1 ones, first VLMAX/2+1 ones) and sets vl=VLMAX, exercising the VLMAX = LMUL*VLEN/SEW relationship.",cp_vs2_edges,"cp_vs2_edges ls variant uses edge value 'random < 2*VLMAX', directly exercising offset values relative to the VLMAX boundary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule defines VLMAX = LMUL*VLEN/SEW as a derived value representing maximum elements per vector instruction. The coverpoints collectively exercise this formula across multiple dimensions: cp_custom_vmask_write_lmulge1 tests VLMAX across multiple LMUL values; cp_custom_vindexCorners_index_ge_vlmax and cp_custom_vindexCorners_index_gt_vl_lt_vlmax exercise VLMAX boundaries across supported SEW settings and with different LMUL values; cp_ssstrictv_vsetvli_x0_x0_reserved tests VLMAX changes when SEW/LMUL settings change; cp_masking_edges uses VLMAX-derived mask patterns; and cp_vs2_edges exercises values relative to the VLMAX boundary. Together these cover the three variables (LMUL, VLEN, SEW) and the derivation relationship.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vreg_offgroup_LMUL2_rsv,Instructions specifying an LMUL=2 vector register group with an odd-numbered vector register are reserved.,cp_custom_allVdOverlapTopVs1_vd_vs1_lmul2,"Tests with LMUL=2 using only even-numbered vd registers (0,4,8,...28), respecting the constraint that odd-numbered registers are reserved for LMUL=2 groups",cp_ssstrictv_vmvnr_reg_align,"vmv2r.v with misaligned registers partially covers this rule since NREG=2 operates as EMUL=2, and odd-numbered register operands are reserved",cp_ssstrictv_lmulgt1_off_group,"Coverpoint tests LMUL=2 with odd-numbered register specifiers, directly exercising the reserved encoding for misaligned LMUL=2 groups",cp_ssstrictv_vmvnr_off_group,vmv2r.v with odd-numbered vd or vs2 tests the LMUL=2 off-group reserved encoding case,cp_vd,"cp_vd with emul2 variant (e.g., vwadd.vv, vwmul.vv, vmv2r.v) uses only even-numbered destination registers, testing the LMUL=2 alignment constraint that odd-numbered registers are reserved.",cp_vs2,"The emul2 variant restricts vs2 to even-numbered registers (v0, v2, ...v30), exercising the constraint that LMUL=2/EMUL=2 register groups must use even-numbered registers. Used by widening .w instructions (vfwadd.wv, etc.) where vs2 has EMUL=2*LMUL.",cr_vs2_vs1_edges,"Edge values include odd-numbered registers (e.g., v1, v31) which are reserved when specifying LMUL=2 groups for vs2 or vs1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule states that LMUL=2 vector register groups specified with odd-numbered registers are reserved. The coverpoints collectively cover this: cp_ssstrictv_lmulgt1_off_group directly tests LMUL=2 with odd-numbered register specifiers exercising the reserved encoding. cp_ssstrictv_vmvnr_off_group covers the vmv2r.v case (EMUL=2) with odd-numbered vd/vs2. cp_custom_allVdOverlapTopVs1_vd_vs1_lmul2, cp_vd (emul2 variant), and cp_vs2 (emul2 variant) verify that legal encodings use only even-numbered registers for LMUL=2/EMUL=2 groups. cr_vs2_vs1_edges includes odd-numbered register edge values. Together these cover both the positive constraint (even-numbered registers required) and the negative/reserved case (odd-numbered registers) across vd, vs1, and vs2 operands for LMUL=2 groups.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vreg_offgroup_LMUL4_rsv,instructions specifying an LMUL=4 vector register group using vector register numbers that are not multiples of four are reserved.,cp_custom_voffgroup_vd_lmul4,Implicitly exercises the boundary between reserved off-group vector register groups (LMUL=4) and the scalar exception that allows any register for scalar operands,cp_custom_voffgroup_vs1_lmul4,"At LMUL=4, vd and vs2 must be multiples of 4 (on-group), while vs1 uses all off-group registers as scalar operands, implicitly verifying the reserved encoding rules apply only to vector register groups, not scalar operands",cp_custom_vext4_overlapping_vd_vs2_lmul4,"With LMUL=4, the vd register group must start at a multiple of 4 (e.g., v0), which this coverpoint implicitly validates by using a valid LMUL=4 grouping",cp_custom_allVdOverlapTopVs1_vd_vs1_lmul4,"By iterating vd over {0,8,16,24} (all multiples of 4), the coverpoint implicitly confirms proper LMUL=4 register group alignment requirements",cp_ssstrictv_vmvnr_reg_align,"vmv4r.v with misaligned registers partially covers this rule since NREG=4 operates as EMUL=4, and register numbers not multiples of 4 are reserved",cp_ssstrictv_lmulgt1_off_group,"Coverpoint tests LMUL=4 with register numbers not multiples of four, directly exercising the reserved encoding for misaligned LMUL=4 groups",cp_ssstrictv_vmvnr_off_group,vmv4r.v with vd or vs2 not divisible by 4 tests the LMUL=4 off-group reserved encoding case,cp_vd,"cp_vd with emul4 variant (vmv4r.v) uses only destination registers that are multiples of 4, testing the LMUL=4 alignment constraint.",cr_vs2_vs1_edges,"Edge values include registers not aligned to multiples of 4 (e.g., v1, v2, v30, v31), testing reserved encodings for LMUL=4 vector register groups.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule requires that LMUL=4 vector register groups use register numbers that are multiples of four, with non-multiples being reserved. cp_ssstrictv_lmulgt1_off_group directly tests LMUL=4 with register numbers not multiples of four, exercising the reserved encoding. cp_ssstrictv_vmvnr_off_group covers the vmv4r.v case (EMUL=4) with misaligned registers. cp_ssstrictv_vmvnr_reg_align covers vmv4r.v misaligned registers as reserved. The cp_custom_voffgroup_vd_lmul4 and cp_custom_voffgroup_vs1_lmul4 coverpoints test the boundary between reserved off-group registers and valid on-group registers at LMUL=4. cp_vd with emul4 variant and cp_custom_allVdOverlapTopVs1_vd_vs1_lmul4 confirm valid LMUL=4 groupings use multiples of 4. cr_vs2_vs1_edges tests edge register values including non-aligned ones. Together these cover both the reserved (off-group) and valid (on-group) cases for LMUL=4 register group alignment across vd, vs1, and vs2 operands.",,,,,,,,,,,,,,,,,,,,,,,,,,,
